N=1000,graph=ba,method=lptva,r=0.1,beta=0.75,modify_type=hide,dj=0.1,reconstruct_type=srw
k,prec,prec_err,rank,rank_err,css
0,0.5855,0.015578267953544526,21.146,2.3891753478643722,4.0
100,0.52,0.015790799515836725,27.968,2.821961098321598,7.0
200,0.4765,0.01577804476786325,31.589,3.08934363953302,10.25
399,0.447,0.015714259064236468,34.967,3.2960515570705002,14.0
798,0.3825,0.015368146600352628,44.239,3.8752875677467777,21.0
