N=50,graph=ba,method=pearson,r=0.2,beta=0.5,graph_args=Dict(:n0 => 4, :k => 4, :V => 1000),modify_type=add,dj=0.2,reconstruct_type=cn,hide_thresh=101,add_thresh=1
rank,precision,dj
23,0.0,0.20012031281331466
5,0.0,0.20028067361668
5,0.0,0.2004409701342954
3,0.0,0.20100200400801604
2,0.0,0.2010815141197677
2,0.0,0.20144173007609134
17,0.0,0.20136108887109683
15,0.0,0.20136108887109683
5,0.0,0.2017614091273019
5,0.0,0.20204040808161627
9,0.0,0.20240000000000002
5,0.0,0.20287827303617834
92,0.0,0.2031562125449461
100,0.0,0.20299700299700296
4,0.0,0.20299700299700296
1,1.0,0.2031562125449461
53,0.0,0.20335597283260087
365,0.0,0.203433819125574
8,0.0,0.203433819125574
7,0.0,0.2036741214057508
2,0.0,0.20399201596806382
1,1.0,0.20426890085776983
2,0.0,0.2042281611487834
1,1.0,0.20462704427602707
1,1.0,0.20490332868247962
9,0.0,0.20502092050209209
47,0.0,0.20502092050209209
29,0.0,0.20517928286852594
44,0.0,0.20517928286852594
65,0.0,0.20573590918143791
103,0.0,0.205812101910828
308,0.0,0.205812101910828
102,0.0,0.20597014925373136
19,0.0,0.20597014925373136
615,0.0,0.20597014925373136
2,0.0,0.20616915422885573
3,0.0,0.20648498110204894
3,0.0,0.2064439140811456
7,0.0,0.20664280031821802
1,1.0,0.20680055677072973
1,1.0,0.20691711389385803
1,1.0,0.20707472178060415
1,1.0,0.20727344992050878
1,1.0,0.20758839888756453
1,1.0,0.2075471698113207
147,0.0,0.2075471698113207
132,0.0,0.2075471698113207
329,0.0,0.20743095569242997
169,0.0,0.20723226703755215
27,0.0,0.20738974970202617
