N=100,graph=fb,method=pearson,r=0.3,beta=0.95,modify_type=hide,dj=0.4,reconstruct_type=srw
k,prec,std_err
0,0.745,0.042932293418612266
1284,0.735,0.042908759200909266
2567,0.69,0.04538277161650618
5134,0.51,0.04973668036507235
