N=100,graph=fb,method=pearson,r=0.3,beta=0.95,modify_type=hide,dj=0.1,reconstruct_type=srw
k,prec,std_err
0,0.95,0.019462473604038074
321,0.94,0.021649177090293036
642,0.94,0.021649177090293036
1284,0.93,0.023591643786850813
