N=1000,graph=email,method=lptva,r=0.1,beta=0.95,modify_type=hide,dj=0.1,reconstruct_type=srw
k,prec,std_err
0,0.7632833333333334,0.011110532905375937
273,0.7378666666666667,0.011738233423376767
545,0.7037,0.012500102502082236
1090,0.6508999999999999,0.01334962180746715
