N=100,graph=fb,method=pearson,r=0.3,beta=0.95,modify_type=hide,dj=0.1,reconstruct_type=rwr
k,prec,std_err
0,0.96,0.018367736315989987
321,0.9283333333333335,0.023954572607783022
642,0.92,0.026323550158162422
1284,0.88,0.03265986323710904
