N=300,graph=email,method=pearson,r=0.1,beta=0.95,modify_type=hide,dj=0.1,reconstruct_type=ml
k,prec,std_err
136,0.625,0.0274191829601631
273,0.4375,0.028652499351078345
545,0.24,0.024698855131686837
1090,0.01,0.005754160919975788
