N=1000,graph=ba,method=gmla,r=0.1,beta=0.95,modify_type=hide,dj=0.5,reconstruct_type=srw
k,prec,prec_err,rank,rank_err,css
0,0.03616666666666667,0.005847939195757913,587.946,14.759918369499012,969.0
499,0.050833333333333335,0.006879273780063887,580.71,14.821759695139454,969.0
998,0.058166666666666665,0.00728985617925521,569.58,14.877632592302833,969.0
1995,0.05183333333333333,0.006871800223010824,555.02,14.900307472088043,969.0
3990,0.049,0.00675608204839496,538.304,14.866331268655003,968.0
