N=1000,modify=hide,graph=email,dj=0.4,method=pearson,r=0.1,beta=0.95
rank,precision,dist
10,0.0,4
2,0.0,1
48,0.0,3
67,0.0,5
3,0.0,2
5,0.0,1
1044,0.0,-1
3,0.0,2
4,0.0,1
9,0.0,3
3,0.0,2
1,1.0,0
3,0.0,2
2,0.5,1
1031,0.0,-1
258,0.0,5
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,1
6,0.0,3
1039,0.0,-1
1,1.0,0
54,0.0,4
4,0.0,3
1,1.0,0
8,0.0,1
688,0.0,4
1,0.5,0
1,1.0,0
7,0.14285714285714285,3
35,0.0,4
4,0.0,3
4,0.0,2
1,1.0,0
1047,0.0,5
192,0.0,5
35,0.0,4
1,1.0,0
1,1.0,0
7,0.0,2
1,1.0,0
1,0.5,0
163,0.0,3
439,0.0,3
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,1
5,0.0,1
1,1.0,0
6,0.0,4
7,0.0,3
2,0.5,1
728,0.0,4
1,1.0,0
1,1.0,0
2,0.0,1
47,0.0,4
1,1.0,0
1,1.0,0
1,1.0,0
5,0.0,1
1,0.5,0
1,1.0,0
4,0.0,2
39,0.0,3
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
104,0.0,4
85,0.0,3
1,1.0,0
461,0.0,3
1,1.0,0
1,1.0,0
7,0.0,2
1,1.0,0
5,0.0,1
7,0.0,2
1,1.0,0
3,0.0,2
2,0.0,2
1,1.0,0
7,0.0,4
2,0.0,1
19,0.0,4
1,1.0,0
2,0.0,2
2,0.5,1
1,1.0,0
23,0.0,2
1,1.0,0
24,0.0,2
1,0.5,0
3,0.0,1
1,1.0,0
1,1.0,0
230,0.0,4
1,1.0,0
3,0.25,1
1,1.0,0
2,0.5,1
2,0.0,2
4,0.0,2
360,0.0,3
1,1.0,0
2,0.5,1
1,1.0,0
1039,0.0,-1
1,1.0,0
1,1.0,0
2,0.0,4
1,1.0,0
1,0.5,0
4,0.0,2
1,0.3333333333333333,0
2,0.5,1
3,0.0,1
2,0.0,2
625,0.0,6
1,1.0,0
7,0.0,1
1,1.0,0
1,1.0,0
576,0.0,5
2,0.5,1
289,0.0,5
1,1.0,0
15,0.0,3
114,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
5,0.0,2
1,1.0,0
2,0.5,1
3,0.0,2
1,1.0,0
344,0.0,4
2,0.0,1
4,0.0,2
3,0.0,3
19,0.0,3
1,1.0,0
2,0.5,1
1,1.0,0
539,0.0,5
1,1.0,0
5,0.0,2
12,0.0,4
2,0.0,1
1052,0.0,-1
6,0.0,2
9,0.0,3
1,1.0,0
1,1.0,0
1,0.5,0
3,0.3333333333333333,2
3,0.0,1
1,1.0,0
2,0.0,1
11,0.0,3
3,0.0,3
7,0.0,3
1,1.0,0
446,0.0,5
1,1.0,0
2,0.0,3
3,0.0,1
3,0.0,2
10,0.0,2
3,0.3333333333333333,2
1,1.0,0
1,1.0,0
3,0.0,4
25,0.0,4
1,1.0,0
1,1.0,0
1,0.5,0
1023,0.0,-1
33,0.0,5
24,0.0,4
2,0.0,1
120,0.0,5
2,0.0,2
1,1.0,0
3,0.0,1
9,0.0,1
2,0.0,1
1040,0.0,-1
3,0.0,4
45,0.0,4
1,1.0,0
1,1.0,0
3,0.0,1
2,0.0,1
34,0.0,3
2,0.0,1
3,0.0,2
1,1.0,0
2,0.0,1
9,0.0,3
35,0.0,2
32,0.0,2
3,0.0,2
5,0.0,3
3,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.5,1
210,0.0,5
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
3,0.0,2
2,0.3333333333333333,2
2,0.0,2
1,1.0,0
1,0.5,0
6,0.0,2
1,1.0,0
4,0.0,3
1,1.0,0
5,0.0,1
3,0.0,2
9,0.0,4
6,0.0,1
3,0.0,2
11,0.0,5
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,1
1,1.0,0
309,0.0,4
3,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
3,0.0,2
24,0.0,5
1004,0.0,5
1,1.0,0
11,0.0,2
1,1.0,0
1,1.0,0
2,0.0,2
11,0.0,3
1,0.5,0
4,0.2,1
589,0.0,3
1,1.0,0
2,0.0,1
214,0.0,4
1,1.0,0
3,0.0,1
1,1.0,0
1036,0.0,-1
3,0.0,2
1,1.0,0
4,0.0,4
17,0.0,4
4,0.0,2
1,1.0,0
2,0.0,2
1,1.0,0
1,0.3333333333333333,0
956,0.0,7
2,0.0,1
4,0.0,2
3,0.0,1
1,1.0,0
6,0.0,2
1,1.0,0
1,1.0,0
2,0.0,2
10,0.0,1
2,0.0,1
11,0.0,3
3,0.0,2
96,0.0,5
1,1.0,0
2,0.25,2
9,0.0,2
1,1.0,0
18,0.0,2
4,0.0,3
3,0.0,1
2,0.0,1
1032,0.0,-1
19,0.0,3
1,1.0,0
1,1.0,0
5,0.0,1
1,1.0,0
459,0.0,3
3,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
3,0.0,2
1,1.0,0
30,0.0,2
1,0.3333333333333333,0
11,0.0,2
1,1.0,0
2,0.0,1
3,0.0,2
2,0.5,1
4,0.0,2
1,1.0,0
2,0.0,2
7,0.0,1
1,1.0,0
2,0.5,1
1,1.0,0
6,0.0,2
3,0.0,2
6,0.0,1
1,1.0,0
1,0.5,0
1,1.0,0
9,0.0,2
8,0.0,2
11,0.0,3
147,0.0,4
6,0.0,3
4,0.0,1
1,1.0,0
1,1.0,0
930,0.0,6
37,0.0,4
1,1.0,0
3,0.0,2
58,0.0,6
3,0.0,1
3,0.0,2
1,1.0,0
2,0.0,1
1,0.3333333333333333,0
41,0.0,2
3,0.0,2
1,0.3333333333333333,0
106,0.0,3
1,1.0,0
3,0.0,3
8,0.0,4
1,1.0,0
1,1.0,0
1038,0.0,-1
230,0.0,3
4,0.0,4
2,0.3333333333333333,1
1,1.0,0
1,1.0,0
13,0.0,2
1,1.0,0
366,0.0,3
1,1.0,0
2,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
4,0.0,2
2,0.0,1
6,0.0,1
1,1.0,0
1051,0.0,-1
1,1.0,0
8,0.0,3
21,0.0,4
17,0.0,1
1,1.0,0
3,0.0,2
1,1.0,0
1,1.0,0
2,0.0,1
1,1.0,0
2,0.0,1
2,0.5,1
1,1.0,0
19,0.0,5
5,0.0,2
2,0.0,1
2,0.0,1
1,1.0,0
1,1.0,0
2,0.5,1
1,1.0,0
1,1.0,0
11,0.0,2
12,0.0,1
30,0.0,4
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
6,0.0,3
286,0.0,4
1,1.0,0
1,1.0,0
58,0.0,4
8,0.0,1
1,1.0,0
4,0.0,1
2,0.5,1
1,1.0,0
1,1.0,0
3,0.0,1
1,1.0,0
1,1.0,0
7,0.0,3
36,0.0,3
1,1.0,0
2,0.0,1
2,0.0,1
156,0.0,5
14,0.0,4
7,0.0,1
1,1.0,0
10,0.0,3
1,1.0,0
2,0.0,1
1,1.0,0
12,0.0,5
1,1.0,0
29,0.0,3
2,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,1
63,0.0,4
6,0.0,2
3,0.0,2
1,1.0,0
3,0.0,1
8,0.0,2
13,0.0,4
1,1.0,0
29,0.0,1
2,0.0,1
1,1.0,0
3,0.3333333333333333,1
2,0.3333333333333333,1
1,1.0,0
2,0.0,1
5,0.0,4
64,0.0,5
45,0.0,3
1,0.5,0
7,0.0,3
1,1.0,0
5,0.0,3
27,0.0,3
2,0.0,2
1,1.0,0
3,0.0,4
4,0.0,2
10,0.0,2
1,1.0,0
1,1.0,0
1,0.5,0
2,0.0,1
1,1.0,0
1034,0.0,-1
1,1.0,0
42,0.0,3
1,1.0,0
243,0.0,5
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.5,1
9,0.0,2
515,0.0,6
1,1.0,0
1,1.0,0
16,0.0,2
1,1.0,0
2,0.0,3
8,0.0,3
310,0.0,7
1,1.0,0
4,0.0,1
1,0.3333333333333333,0
2,0.5,1
1,1.0,0
443,0.0,4
16,0.0,4
1,1.0,0
1,1.0,0
4,0.0,1
1,0.5,0
36,0.0,3
1,1.0,0
1,1.0,0
1,1.0,0
31,0.0,6
2,0.0,1
6,0.0,2
1,1.0,0
1,1.0,0
7,0.0,5
2,0.0,1
3,0.0,1
1,1.0,0
2,0.0,2
1,1.0,0
3,0.0,2
12,0.0,1
3,0.0,2
13,0.0,2
