N=1000,graph=fb,method=pearson,r=0.1,beta=0.75,modify_type=hide,dj=0.3,reconstruct_type=ra
k,prec,prec_err,rank,rank_err,css
0,0.5412,0.015552634646401376,15.935,2.232335570002211,4.0
481,0.5191166666666667,0.015591205671961886,17.115,2.3173519143399206,5.0
963,0.4947833333333333,0.015577089262007307,17.416,2.286315853985224,5.0
1925,0.40020000000000006,0.01526257643954342,20.106,2.3067947602823415,9.0
3851,0.2833333333333333,0.01407236173135239,26.54,2.4527152733679083,16.0
