N=100,graph=fb,method=pearson,r=0.3,beta=0.95,modify_type=hide,dj=0.3,reconstruct_type=srw
k,prec,std_err
0,0.875,0.031281549730397845
963,0.85,0.034450960608794164
1925,0.84,0.035448069856702444
3851,0.795,0.04026114250688368
