N=1000,modify=hide,graph=email,dj=0.1,method=pearson,r=0.1,beta=0.95
rank,precision,dist
1,1.0,0
1,1.0,0
1,0.5,0
2,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
7,0.0,2
2,0.5,1
1,1.0,0
1,1.0,0
2,0.0,1
1,1.0,0
1,0.5,0
2,0.0,1
2,0.0,3
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,1
1,1.0,0
2,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
3,0.0,1
1,1.0,0
2,0.5,1
6,0.0,3
1,1.0,0
2,0.0,1
3,0.0,4
1,0.5,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.5,1
1,1.0,0
1,1.0,0
1,0.5,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,0.3333333333333333,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.3333333333333333,1
1,1.0,0
1,1.0,0
2,0.3333333333333333,1
1,1.0,0
1,1.0,0
9,0.0,3
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.5,1
1,0.5,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
6,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
2,0.5,1
1,1.0,0
2,0.5,1
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
27,0.0,3
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.5,1
1,1.0,0
4,0.25,1
1,1.0,0
3,0.0,1
1,1.0,0
1,1.0,0
114,0.0,5
1,1.0,0
1,1.0,0
507,0.0,4
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,1
1,1.0,0
1,1.0,0
2,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,0.5,0
1,1.0,0
2,0.0,1
1,1.0,0
1,1.0,0
1,0.5,0
1,1.0,0
1,1.0,0
3,0.3333333333333333,1
1,1.0,0
2,0.3333333333333333,1
1,1.0,0
1,1.0,0
2,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.5,1
1,1.0,0
2,0.5,1
1,1.0,0
2,0.0,2
1,1.0,0
3,0.3333333333333333,2
1,1.0,0
1,1.0,0
3,0.25,1
1,1.0,0
1,1.0,0
107,0.0,3
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,0.5,0
1,1.0,0
1,1.0,0
1,1.0,0
