N=300,graph=email,method=pearson,r=0.1,beta=0.95,modify_type=hide,dj=0.4,reconstruct_type=ml
k,prec,std_err
545,0.08333333333333333,0.015983780333266067
1090,0.023333333333333334,0.008730235947285765
2180,0.013333333333333334,0.0066331375354149675
4361,0.006666666666666667,0.004706155586970109
