N=1000,graph=fb,method=pearson,r=0.1,beta=0.95,modify_type=hide,dj=0.5,reconstruct_type=ml
k,prec,std_err
802,0.365,0.015057355218244362
1604,0.37816666666666665,0.015184915706000215
3209,0.3015,0.014327429897566824
6418,0.1925,0.012356365286621696
