N=50,graph=ba,method=pearson,r=0.2,beta=0.5,graph_args=Dict(:n0 => 4, :k => 4, :V => 1000),modify_type=add,dj=0.2,reconstruct_type=cn,hide_thresh=101,add_thresh=1201
rank,precision,dj
11,0.0,0.3427818061964404
7,0.0,0.44170748775367386
11,0.0,0.5144283453062218
61,0.0,0.5704126710483783
379,0.0,0.6147976431952091
12,0.0,0.6506699360714598
5,0.0,0.6801924619085806
33,0.0,0.7055522740696988
4,0.0,0.7270425619269194
42,0.0,0.7454046464130712
322,0.0,0.7615117808874536
56,0.0,0.7756720278933753
4,0.0,0.7881378431476663
37,0.0,0.7991947659788626
38,0.0,0.8092369477911646
366,0.0,0.8182480754338814
522,0.0,0.8263462626790301
206,0.0,0.833798475444662
33,0.0,0.8406266235063742
368,0.0,0.846856528747985
177,0.0,0.8527392203189604
271,0.0,0.8580475309520421
758,0.0,0.8629760637384526
571,0.0,0.8676597438789728
684,0.0,0.8720374587088291
85,0.0,0.8760715616846814
8,0.0,0.8798699343650268
2,0.0,0.8835008179481187
12,0.0,0.8869239925182792
10,0.0,0.8900859693596385
24,0.0,0.8931594171844868
12,0.0,0.8958632389403628
31,0.0,0.898457779813712
5,0.0,0.9009952594872304
5,0.0,0.9033594109526001
380,0.0,0.9056036726773629
38,0.0,0.9077349982656955
31,0.0,0.9098429201039665
20,0.0,0.9117881146091262
321,0.0,0.9136924075275795
44,0.0,0.915487587901381
7,0.0,0.9172440977552798
465,0.0,0.9188963890696161
118,0.0,0.920492587278814
891,0.0,0.9220017593588115
66,0.0,0.9234605793209285
