N=500,graph=fb,method=gmla,r=0.3,beta=0.95,modify_type=hide,dj=0.1,reconstruct_type=srw
k,prec,std_err
0,0.679,0.02053683332566373
321,0.725,0.019557991462829716
642,0.736,0.019322388812433047
1284,0.7686666666666666,0.018350869126127444
