N=1000,graph=fb,method=lptva,r=0.1,beta=0.75,modify_type=hide,dj=0.2,reconstruct_type=ra
k,prec,prec_err,rank,rank_err,css
0,0.4521666666666666,0.01553250741394777,21.204,2.413676079389324,6.0
321,0.444,0.015473744540460688,20.602,2.343209385912029,7.0
642,0.41783333333333333,0.015378976870919044,22.286,2.3952129861975218,8.0
1284,0.3829166666666666,0.01517860133706861,24.888,2.473731352188997,11.0
2567,0.26733333333333337,0.013850481429749505,32.1,2.782979873620536,18.0
