N=1000,graph=ba,method=pearson,r=0.1,beta=0.75,modify_type=hide,dj=0.1,reconstruct_type=ra
k,prec,prec_err,rank,rank_err,css
0,0.6875,0.014656348745801549,8.516,1.300578043504982,2.0
100,0.6615,0.014963009110524584,10.01,1.617886107071649,2.0
200,0.635,0.015215337870271123,10.439,1.6068759533110606,3.0
399,0.586,0.01556747719915935,12.722,1.753595681396887,3.0
798,0.515,0.015812179641814875,17.421,2.0841851133204528,6.0
