N=50,graph=ba,method=pearson,r=0.2,beta=0.5,graph_args=Dict(:n0 => 4, :k => 4, :V => 1000),modify_type=add,dj=0.2,reconstruct_type=cn,hide_thresh=1,add_thresh=401
rank,precision,dj
7,0.0,0.24948259642521164
18,0.0,0.2927304964539007
5,0.0,0.3301427371956339
28,0.0,0.36379585326953745
9,0.0,0.3953312111565863
9,0.0,0.4228042251483143
59,0.0,0.4485761680951065
5,0.0,0.47173308619091747
1,1.0,0.4934603174603175
60,0.0,0.5130615234375
2,0.0,0.5314151497357604
2,0.0,0.5482957762427811
3,0.0,0.5640913561359414
2,0.0,0.5791750184618631
2,0.0,0.59312525499796
1,1.0,0.6056922620812333
1,1.0,0.6177062374245472
1,1.0,0.6289752650176679
4,0.0,0.6395989522175052
1,1.0,0.6497805092186129
2,0.0,0.6593237704918034
3,0.0,0.6684945164506481
6,0.0,0.6770276833414279
3,0.0,0.6850828729281768
4,0.0,0.6927460341906668
4,0.0,0.7004355662361069
403,0.0,0.7077351303838266
328,0.0,0.7144391151836209
13,0.0,0.7207055858882823
17,0.0,0.7268993839835729
150,0.0,0.7327707454289734
237,0.0,0.7383061077215771
241,0.0,0.7436885719791868
67,0.0,0.7487563755431018
311,0.0,0.7538717837971247
87,0.0,0.7588249516441006
33,0.0,0.7634434102092844
23,0.0,0.767861298580405
179,0.0,0.7721432242590371
15,0.0,0.7762449528936743
14,0.0,0.7802742441764414
4,0.0,0.7841960084374493
30,0.0,0.7879576978264335
4,0.0,0.7916013788780947
980,0.0,0.7952270977675134
606,0.0,0.7985255503938599
799,0.0,0.8017095716131597
119,0.0,0.8048231668541799
272,0.0,0.80784974717072
975,0.0,0.8108287502370567
