N=50,graph=ba,method=pearson,r=0.2,beta=0.5,graph_args=Dict(:n0 => 4, :k => 4, :V => 1000),modify_type=add,dj=0.2,reconstruct_type=cn,hide_thresh=1,add_thresh=801
rank,precision,dj
1,1.0,0.30000000000000004
1,1.0,0.37734082397003743
1,1.0,0.4397641112047178
1,1.0,0.48990028125799023
1,1.0,0.5315801831415825
18,0.0,0.5677608059798505
68,0.0,0.5991158444690043
15,0.0,0.625703564727955
108,0.0,0.6488912354804646
60,0.0,0.6695925803246108
8,0.0,0.6878666979582257
16,0.0,0.7040498442367602
24,0.0,0.7185582281159625
47,0.0,0.7315481396757048
30,0.0,0.7434908389585342
133,0.0,0.754249815225425
111,0.0,0.7643097643097643
16,0.0,0.7736298649722002
19,0.0,0.78237155012545
130,0.0,0.7902208201892744
34,0.0,0.7975441445098437
146,0.0,0.8044309381433192
166,0.0,0.8110169090134041
92,0.0,0.8171357843586687
29,0.0,0.8228241563055062
88,0.0,0.8278242858375766
23,0.0,0.8324655693651327
518,0.0,0.837043087604656
32,0.0,0.8412319446102423
208,0.0,0.8452888716556806
51,0.0,0.8491700381895867
12,0.0,0.852772960407365
36,0.0,0.8560657984921178
35,0.0,0.8593832599118942
259,0.0,0.862565445026178
67,0.0,0.8656248947563399
68,0.0,0.8685164436828577
134,0.0,0.8712155445097153
488,0.0,0.8737980769230769
907,0.0,0.8762675597730021
329,0.0,0.8786643960588736
291,0.0,0.8809559328102157
653,0.0,0.883210396909027
311,0.0,0.8853514165852537
439,0.0,0.8873835732430144
170,0.0,0.8894001552278523
585,0.0,0.8913694527634086
597,0.0,0.8932155760738659
84,0.0,0.8950165763300532
500,0.0,0.8967569945906774
