N=300,graph=email,method=pearson,r=0.1,beta=0.95,modify_type=hide,dj=0.5,reconstruct_type=ml
k,prec,std_err
681,0.04,0.011332611951597255
1363,0.02,0.008096409047527361
2726,0.01,0.005754160919975788
5451,0.0033333333333333335,0.0033333333333333314
