N=1000,modify=hide,graph=email,dj=0.2,method=pearson,r=0.1,beta=0.95
rank,precision,dist
1,1.0,0
1,1.0,0
24,0.0,2
1,0.5,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,1
1,1.0,0
1,1.0,0
1,0.5,0
1,1.0,0
1,1.0,0
1,1.0,0
261,0.0,4
2,0.0,1
2,0.5,1
842,0.0,4
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,1
1,0.5,0
6,0.0,1
37,0.0,4
2,0.5,1
2,0.0,1
2,0.0,1
1,1.0,0
1,1.0,0
1,0.5,0
1,1.0,0
3,0.0,1
3,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
2,0.5,1
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,1
1,1.0,0
3,0.25,1
4,0.0,2
1,1.0,0
1,1.0,0
38,0.0,2
2,0.0,2
3,0.0,1
1,0.3333333333333333,0
11,0.0,3
1,1.0,0
1,1.0,0
373,0.0,3
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,2
2,0.0,1
3,0.3333333333333333,1
1,1.0,0
1,1.0,0
1,1.0,0
3,0.0,2
6,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,2
1,1.0,0
1,1.0,0
2,0.0,1
1,1.0,0
1,1.0,0
5,0.0,2
3,0.2,1
1,1.0,0
1,1.0,0
3,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.5,1
2,0.0,2
1,1.0,0
1,1.0,0
4,0.0,2
1,1.0,0
1,1.0,0
40,0.0,3
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
3,0.0,2
58,0.0,4
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
30,0.0,4
2,0.5,1
1,1.0,0
2,0.0,1
1,1.0,0
3,0.3333333333333333,1
2,0.0,1
1,0.5,0
1,1.0,0
1,1.0,0
2,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
21,0.0,3
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
64,0.0,3
1,0.5,0
1,1.0,0
1,1.0,0
2,0.0,1
1,0.5,0
1,1.0,0
1,1.0,0
1,0.5,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,1
1,1.0,0
2,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.5,1
1,1.0,0
1,1.0,0
1,1.0,0
192,0.0,3
1,1.0,0
3,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,2
71,0.0,4
1,1.0,0
2,0.5,1
1,1.0,0
1,1.0,0
