N=200,graph=ba,method=pearson,r=0.2,beta=0.5,graph_args=Dict(:n0 => 4, :k => 4, :V => 1000),modify_type=add,dj=0.2,reconstruct_type=cn,hide_thresh=301,add_thresh=1
rank,precision,dj
2,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
12,0.0,0.0
4,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
6,0.0,0.0
7,0.0,0.0
1,1.0,0.0
1,1.0,0.0
16,0.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
3,0.0,0.0
48,0.0,0.0
3,0.0,0.0
6,0.0,0.0
1,1.0,0.0
2,0.0,0.0
8,0.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
9,0.0,0.0
7,0.0,0.0
22,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
26,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
7,0.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
4,0.0,0.0
1,1.0,0.0
4,0.0,0.0
1,1.0,0.0
1,1.0,0.0
14,0.0,0.0
1,1.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
11,0.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
10,0.0,0.0
1,1.0,0.0
2,0.0,0.0
5,0.0,0.0
5,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
70,0.0,0.0
1,1.0,0.0
1,1.0,0.0
20,0.0,0.0
1,1.0,0.0
1,1.0,0.0
54,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
293,0.0,0.0
7,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
1,1.0,0.0
3,0.0,0.0
1,1.0,0.0
24,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
3,0.0,0.0
1,1.0,0.0
3,0.0,0.0
3,0.0,0.0
6,0.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
9,0.0,0.0
540,0.0,0.0
1,1.0,0.0
7,0.0,0.0
2,0.0,0.0
1,1.0,0.0
2,0.0,0.0
5,0.0,0.0
1,1.0,0.0
64,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
2,0.0,0.0
4,0.0,0.0
1,1.0,0.0
16,0.0,0.0
1,1.0,0.0
63,0.0,0.0
1,1.0,0.0
181,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
14,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
114,0.0,0.0
1,1.0,0.0
7,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
7,0.0,0.0
2,0.0,0.0
9,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
55,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
175,0.0,0.0
1,1.0,0.0
4,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
10,0.0,0.0
1,1.0,0.0
1,1.0,0.0
