N=100,graph=fb,method=pearson,r=0.3,beta=0.95,modify_type=hide,dj=0.2,reconstruct_type=srw
k,prec,std_err
0,0.89,0.030633051405040253
642,0.905,0.029037593188517157
1284,0.88,0.03187728997517851
2567,0.77,0.041083802013430884
