N=1000,graph=cal,method=gmla,r=0.1,beta=0.5,modify_type=hide,dj=0.1,reconstruct_type=srw
k,prec,prec_err,rank,rank_err,css
0,0.146,0.011006292373235341,383.516,15.305754468952646,1018.0
155,0.10408333333333333,0.009461137208811136,377.583,15.097508465732774,1018.0
310,0.09541666666666666,0.00907447306123705,391.577,15.189640194561564,1018.0
620,0.07466666666666666,0.008126899220205692,401.036,15.220301254386335,1018.0
1241,0.06,0.007299768486280001,410.732,15.23919641199244,1018.0
