N=500,graph=fb,method=gmla,r=0.3,beta=0.95,modify_type=hide,dj=0.4,reconstruct_type=ra
k,prec,std_err
0,0.137,0.015360138923052448
1284,0.1973333333333333,0.017653080822481102
2567,0.2253333333333333,0.018493856063321365
5134,0.26716666666666666,0.019562816680679003
