N=1000,graph=fb,method=lptva,r=0.1,beta=0.75,modify_type=hide,dj=0.2,reconstruct_type=srw
k,prec,prec_err,rank,rank_err,css
0,0.4799166666666666,0.015627185421629188,14.392,1.481080664898417,6.0
321,0.4691166666666667,0.015620444089440256,14.181,1.4485297640978856,7.0
642,0.4477833333333333,0.015500880882758724,16.132,1.5798083334285742,7.0
1284,0.3907,0.015250718926040657,20.695,1.8742675512994011,10.0
2567,0.28775,0.014161437679504296,27.446,2.140541754557244,17.0
