N=100,graph=fb,method=pearson,r=0.3,beta=0.95,modify_type=hide,dj=0.2,reconstruct_type=rwr
k,prec,std_err
0,0.915,0.026642981906094616
642,0.89,0.029797294975866313
1284,0.865,0.033974886744372365
2567,0.825,0.0378560537837848
