N=1000,graph=fb,method=gmla,r=0.1,beta=0.95,modify_type=hide,dj=0.1,reconstruct_type=srw
k,prec,prec_err,rank,rank_err,css
0,0.6423333333333333,0.014847483999467654,151.37,9.838006580271912,3.0
160,0.6521666666666667,0.01473350843197775,142.619,9.610367266551165,3.0
321,0.6581666666666667,0.01461504988073423,143.424,9.631857500134798,3.0
642,0.6609166666666666,0.014595212760124165,133.126,9.345433283013003,2.25
1284,0.6286666666666666,0.014914127831917106,138.147,9.475460925503876,3.0
