N=500,graph=fb,method=gmla,r=0.3,beta=0.95,modify_type=hide,dj=0.3,reconstruct_type=ra
k,prec,std_err
0,0.284,0.019936974844039494
963,0.3715,0.021310414532220396
1925,0.3855,0.021469778825260664
3851,0.4306666666666667,0.02182772980558951
