N=300,graph=email,method=gmla,r=0.1,beta=0.95,modify_type=hide,dj=0.3,reconstruct_type=ml
k,prec,std_err
409,0.23833333333333334,0.024583297904477237
818,0.19333333333333333,0.022838355606476533
1635,0.16444444444444442,0.021379023288559777
3271,0.14714285714285713,0.020453362683141366
