N=100,graph=fb,method=pearson,r=0.3,beta=0.95,modify_type=hide,dj=0.2,reconstruct_type=ra
k,prec,std_err
0,0.935,0.024261829354695487
642,0.935,0.024261829354695487
1284,0.935,0.024261829354695487
2567,0.82,0.03861229196653691
