N=50,graph=ba,method=pearson,r=0.2,beta=0.5,graph_args=Dict(:n0 => 4, :k => 4, :V => 1000),modify_type=add,dj=0.2,reconstruct_type=cn,hide_thresh=1,add_thresh=1
rank,precision,dj
1,1.0,0.20008019246190856
1,1.0,0.20008019246190856
3,0.0,0.20008019246190856
1,1.0,0.20008019246190856
1,1.0,0.20008019246190856
2,0.0,0.20008019246190856
1,1.0,0.20008019246190856
1,1.0,0.20008019246190856
1,1.0,0.20008019246190856
1,1.0,0.20008019246190856
2,0.0,0.20008019246190856
6,0.0,0.20008019246190856
6,0.0,0.20008019246190856
6,0.0,0.20008019246190856
2,0.0,0.20008019246190856
12,0.0,0.20008019246190856
8,0.0,0.20008019246190856
9,0.0,0.20008019246190856
19,0.0,0.20008019246190856
3,0.0,0.20008019246190856
1,1.0,0.20008019246190856
1,1.0,0.20008019246190856
1,1.0,0.20008019246190856
1,1.0,0.20008019246190856
1,1.0,0.20008019246190856
12,0.0,0.20028067361668
29,0.0,0.2004409701342954
66,0.0,0.2006012024048096
18,0.0,0.20076137046684028
29,0.0,0.20092147435897434
1,1.0,0.2010815141197677
1,1.0,0.20124148978774525
1,1.0,0.2014014014014014
3,0.0,0.20156124899919936
2,0.0,0.20172103261957175
1,1.0,0.2018807523009204
1,1.0,0.20204040808161627
1,1.0,0.20220000000000005
1,1.0,0.20235952809438107
1,1.0,0.20251899240303883
2,0.0,0.20267839296422152
3,0.0,0.20283772981614712
2,0.0,0.2027972027972028
2,0.0,0.20299700299700296
1,1.0,0.2031562125449461
1,1.0,0.20331535849810267
1,1.0,0.20347444089456868
1,1.0,0.20363345977240965
1,1.0,0.20379241516966062
1,1.0,0.20395130712432652
