N=1000,graph=cal,method=lptva,r=0.1,beta=0.5,modify_type=hide,dj=0.5,reconstruct_type=ra
k,prec,prec_err,rank,rank_err,css
0,0.018,0.004146467556028044,265.42,7.646642317954902,413.25
776,0.0115,0.003335997433883735,273.944,7.782989386334007,444.0
1551,0.016,0.0037760108922324717,274.761,7.921325601077024,434.0
3102,0.01925,0.004208283159097914,269.552,7.953245338062155,441.0
6205,0.02425,0.004743093340261654,275.387,8.074720449733313,445.25
