N=1000,graph=ba,method=pearson,r=0.1,beta=0.95,modify_type=hide,dj=0.5,reconstruct_type=bp
k,prec,std_err
0,0.1245,0.010118982679950777
195,0.049987932900432894,0.006466073726670974
390,0.046691666666666666,0.006475311973276837
