N=1000,modify=hide,graph=email,dj=0.4,method=gmla,r=0.1,beta=0.95
rank,precision,dist
1037,0.0,3
1040,0.0,4
1035,0.0,5
6,0.0,1
1043,0.0,3
2,0.0,1
1021,0.0,5
1037,0.0,3
1026,0.0,5
32,0.0,5
10,0.0,1
1047,0.0,5
4,0.0,1
4,0.0,1
1032,0.0,3
1042,0.0,4
1040,0.0,4
1030,0.0,5
19,0.0,3
2,0.5,1
1049,0.0,4
3,0.0,1
1036,0.0,5
2,0.0,2
5,0.0,1
1049,0.0,4
6,0.0,1
1040,0.0,3
23,0.0,2
9,0.0,2
1029,0.0,5
1034,0.0,3
1051,0.0,4
9,0.0,2
3,0.0,3
1,1.0,0
1043,0.0,2
4,0.0,1
1048,0.0,3
1031,0.0,3
1034,0.0,3
1049,0.0,2
1031,0.0,3
1034,0.0,-1
1039,0.0,4
1052,0.0,4
1041,0.0,4
1032,0.0,4
1043,0.0,5
5,0.0,2
1046,0.0,3
11,0.0,3
1042,0.0,-1
3,0.0,2
1043,0.0,4
1042,0.0,3
1040,0.0,3
7,0.0,2
1044,0.0,2
1038,0.0,4
1044,0.0,2
1029,0.0,5
1035,0.0,2
2,0.0,1
1030,0.0,3
1039,0.0,3
2,0.0,1
19,0.0,3
1041,0.0,-1
1053,0.0,2
1034,0.0,3
1034,0.0,2
3,0.0,1
1040,0.0,3
1,1.0,0
1043,0.0,3
2,0.0,1
6,0.0,3
1038,0.0,6
2,0.0,1
4,0.0,2
4,0.0,2
1039,0.0,3
1048,0.0,3
5,0.0,1
1044,0.0,6
8,0.0,1
2,0.0,1
1034,0.0,-1
3,0.0,1
1042,0.0,4
1043,0.0,6
2,0.0,1
1040,0.0,-1
1031,0.0,3
1030,0.0,5
1,1.0,0
1029,0.0,3
1036,0.0,2
1,1.0,0
1038,0.0,2
1033,0.0,3
1053,0.0,2
1043,0.0,3
1036,0.0,2
21,0.0,3
10,0.0,1
1036,0.0,4
1,1.0,0
1042,0.0,2
12,0.0,1
25,0.0,3
1053,0.0,2
1047,0.0,3
7,0.0,2
1042,0.0,4
1025,0.0,3
8,0.0,1
1,1.0,0
5,0.0,1
2,0.0,1
1032,0.0,4
12,0.0,2
11,0.0,1
12,0.0,3
4,0.0,1
6,0.0,2
1,1.0,0
5,0.0,2
1047,0.0,-1
2,0.0,1
1,1.0,0
1047,0.0,3
2,0.0,1
1040,0.0,2
37,0.0,3
8,0.0,2
1,1.0,0
1035,0.0,3
9,0.0,4
2,0.0,1
1033,0.0,6
1037,0.0,2
1052,0.0,4
1043,0.0,-1
7,0.0,2
1,0.5,0
32,0.0,2
1035,0.0,4
1,1.0,0
1034,0.0,4
1029,0.0,3
36,0.0,3
6,0.0,3
7,0.0,2
1032,0.0,2
19,0.0,3
1034,0.0,3
5,0.0,2
1043,0.0,3
10,0.0,1
4,0.0,1
1038,0.0,4
1060,0.0,5
1039,0.0,4
1024,0.0,4
7,0.0,2
1038,0.0,6
8,0.0,3
2,0.0,2
6,0.0,1
2,0.0,2
1047,0.0,3
6,0.0,2
7,0.0,1
1043,0.0,3
1035,0.0,-1
1029,0.0,4
10,0.0,2
1031,0.0,5
1052,0.0,4
1040,0.0,2
7,0.0,1
1036,0.0,4
9,0.0,3
1043,0.0,2
1022,0.0,4
1044,0.0,3
1038,0.0,3
1033,0.0,3
1036,0.0,4
1042,0.0,4
14,0.0,2
4,0.0,1
1,1.0,0
6,0.0,2
1035,0.0,4
1037,0.0,5
1029,0.0,6
1,1.0,0
1021,0.0,5
10,0.0,4
1040,0.0,5
29,0.0,4
4,0.0,2
2,0.0,1
1038,0.0,4
8,0.0,3
5,0.0,1
1045,0.0,3
1053,0.0,6
1029,0.0,3
1020,0.0,2
11,0.0,2
2,0.5,1
1039,0.0,5
5,0.0,2
1051,0.0,5
1049,0.0,4
1042,0.0,4
1045,0.0,-1
23,0.0,4
13,0.0,1
3,0.0,1
1035,0.0,4
1,1.0,0
1043,0.0,4
6,0.0,2
2,0.0,1
1034,0.0,5
1032,0.0,-1
1040,0.0,3
1,1.0,0
1021,0.0,5
5,0.0,1
6,0.0,2
1034,0.0,4
1042,0.0,3
2,0.5,1
1039,0.0,4
1030,0.0,5
10,0.0,2
1,1.0,0
25,0.0,3
2,0.0,1
1032,0.0,2
2,0.5,1
1031,0.0,2
2,0.0,1
1040,0.0,3
1042,0.0,5
1028,0.0,4
7,0.0,1
1041,0.0,4
1036,0.0,4
1,1.0,0
1035,0.0,4
1,1.0,0
1056,0.0,6
1053,0.0,4
2,0.0,1
1041,0.0,3
1,1.0,0
3,0.0,1
5,0.0,1
2,0.5,1
1,1.0,0
2,0.0,1
12,0.0,3
1,1.0,0
1034,0.0,2
11,0.0,2
21,0.0,2
1031,0.0,5
1033,0.0,4
6,0.0,3
1037,0.0,5
3,0.0,3
2,0.0,1
1034,0.0,4
3,0.0,2
5,0.0,3
1037,0.0,-1
1041,0.0,4
1030,0.0,4
2,0.0,1
1,1.0,0
9,0.0,2
1052,0.0,3
1039,0.0,5
1059,0.0,3
1023,0.0,3
1048,0.0,5
1038,0.0,2
1036,0.0,4
6,0.0,1
1030,0.0,4
1,1.0,0
1026,0.0,4
2,0.0,1
1,0.5,0
1039,0.0,2
1048,0.0,5
11,0.0,4
3,0.0,1
1032,0.0,2
4,0.0,1
23,0.0,3
1031,0.0,4
1,1.0,0
1053,0.0,-1
10,0.0,2
2,0.0,1
1039,0.0,3
1028,0.0,3
8,0.0,2
9,0.0,2
1034,0.0,3
13,0.0,3
1031,0.0,5
1044,0.0,4
1040,0.0,2
1036,0.0,6
1043,0.0,3
1042,0.0,-1
3,0.0,2
1043,0.0,3
1,1.0,0
1028,0.0,3
3,0.0,1
1039,0.0,2
12,0.0,1
1025,0.0,4
6,0.0,3
1038,0.0,4
23,0.0,3
11,0.0,3
1,1.0,0
4,0.0,2
1026,0.0,5
3,0.0,1
1049,0.0,3
8,0.0,2
1041,0.0,2
4,0.25,1
1,1.0,0
1050,0.0,3
1039,0.0,4
5,0.0,1
1031,0.0,5
1,1.0,0
9,0.0,1
1043,0.0,5
1038,0.0,5
4,0.0,3
1030,0.0,4
1029,0.0,3
1017,0.0,5
1033,0.0,3
2,0.0,1
1,1.0,0
1025,0.0,2
4,0.0,1
15,0.0,1
1040,0.0,3
1033,0.0,7
1,1.0,0
25,0.0,4
25,0.0,2
1,1.0,0
14,0.0,3
20,0.0,2
7,0.0,1
4,0.0,2
1033,0.0,3
7,0.0,3
2,0.0,2
1035,0.0,2
1048,0.0,4
1028,0.0,3
1043,0.0,2
6,0.0,2
1030,0.0,4
1052,0.0,4
1,1.0,0
7,0.0,1
1047,0.0,3
1,1.0,0
1035,0.0,2
2,0.0,1
1033,0.0,5
6,0.0,2
1040,0.0,3
1,1.0,0
1039,0.0,4
2,0.0,2
1049,0.0,4
1058,0.0,3
1024,0.0,5
1038,0.0,4
1027,0.0,3
4,0.0,1
2,0.5,1
18,0.0,2
1,1.0,0
1036,0.0,4
1030,0.0,4
2,0.0,1
1,1.0,0
1,0.5,0
4,0.0,1
1039,0.0,3
1042,0.0,4
2,0.5,1
21,0.0,3
1040,0.0,2
1,1.0,0
1032,0.0,4
3,0.0,2
4,0.0,3
1036,0.0,4
1040,0.0,-1
3,0.0,1
1035,0.0,5
8,0.0,2
3,0.0,1
1035,0.0,5
1030,0.0,3
5,0.0,1
1047,0.0,4
1,1.0,0
1037,0.0,5
1049,0.0,5
1037,0.0,3
2,0.0,2
5,0.0,3
1025,0.0,4
9,0.0,1
2,0.0,1
2,0.0,1
1,1.0,0
1034,0.0,3
1041,0.0,4
1,0.5,0
1046,0.0,5
1,1.0,0
1035,0.0,3
1037,0.0,3
1051,0.0,2
6,0.0,1
1,0.5,0
1038,0.0,3
13,0.0,4
6,0.0,2
1052,0.0,-1
8,0.0,2
1038,0.0,2
1036,0.0,3
2,0.5,1
1045,0.0,2
4,0.0,2
1020,0.0,3
5,0.0,1
1045,0.0,5
1039,0.0,3
1030,0.0,4
10,0.0,3
1037,0.0,-1
1032,0.0,5
1053,0.0,3
1037,0.0,5
1037,0.0,2
1046,0.0,3
1035,0.0,3
1,1.0,0
24,0.0,4
5,0.0,3
1033,0.0,4
4,0.0,2
23,0.0,4
1034,0.0,4
1,1.0,0
1,1.0,0
1023,0.0,4
13,0.0,3
1039,0.0,-1
1033,0.0,4
1,1.0,0
1038,0.0,2
8,0.0,3
2,0.0,1
2,0.5,1
1,1.0,0
5,0.0,1
1042,0.0,2
1051,0.0,2
1,1.0,0
1035,0.0,4
3,0.0,1
5,0.0,2
1038,0.0,5
8,0.0,1
1037,0.0,3
1037,0.0,4
37,0.0,5
1025,0.0,4
1036,0.0,3
1038,0.0,4
1036,0.0,4
1049,0.0,5
22,0.0,4
3,0.0,3
1045,0.0,2
1026,0.0,3
4,0.0,1
6,0.0,2
1039,0.0,3
1030,0.0,4
1,1.0,0
1028,0.0,5
14,0.0,2
1028,0.0,4
7,0.0,2
4,0.0,1
1032,0.0,4
5,0.0,3
1041,0.0,5
1028,0.0,2
7,0.0,2
1049,0.0,5
1037,0.0,-1
5,0.0,1
1,1.0,0
12,0.0,2
1040,0.0,5
38,0.0,3
1048,0.0,4
1053,0.0,3
8,0.0,3
4,0.0,2
2,0.0,1
6,0.0,2
1045,0.0,4
2,0.0,1
22,0.0,3
26,0.0,5
1044,0.0,5
1027,0.0,3
1030,0.0,5
1042,0.0,2
1045,0.0,4
2,0.0,1
16,0.0,2
1036,0.0,3
1049,0.0,3
8,0.0,2
1034,0.0,3
6,0.0,2
19,0.0,3
17,0.0,3
1035,0.0,3
1026,0.0,-1
1029,0.0,5
1046,0.0,-1
4,0.0,1
1037,0.0,4
1042,0.0,3
1042,0.0,3
4,0.0,2
1035,0.0,4
1028,0.0,3
1033,0.0,2
1037,0.0,6
1044,0.0,-1
2,0.0,2
1,1.0,0
4,0.0,3
9,0.0,1
3,0.3333333333333333,1
4,0.0,1
1041,0.0,-1
1036,0.0,4
1039,0.0,3
5,0.0,1
1038,0.0,4
1032,0.0,4
2,0.0,1
4,0.0,2
1038,0.0,3
1029,0.0,2
1031,0.0,3
6,0.0,3
1038,0.0,-1
6,0.0,2
1029,0.0,3
1038,0.0,2
2,0.0,1
1042,0.0,2
3,0.0,1
17,0.0,3
31,0.0,4
1045,0.0,-1
1022,0.0,-1
1048,0.0,5
3,0.0,2
1,1.0,0
2,0.0,1
7,0.0,4
11,0.0,1
1052,0.0,2
3,0.3333333333333333,1
1,1.0,0
5,0.0,3
1064,0.0,3
1035,0.0,-1
6,0.0,2
5,0.0,1
1051,0.0,4
1042,0.0,2
1050,0.0,3
1040,0.0,3
1030,0.0,-1
1030,0.0,4
1039,0.0,3
1024,0.0,3
1054,0.0,3
1040,0.0,4
1037,0.0,3
1035,0.0,4
4,0.0,3
1041,0.0,5
1035,0.0,5
1038,0.0,4
1,1.0,0
1,1.0,0
10,0.0,1
1027,0.0,-1
1034,0.0,4
4,0.0,2
1038,0.0,4
1,1.0,0
1048,0.0,4
2,0.0,2
13,0.0,4
2,0.0,1
3,0.0,2
1043,0.0,4
2,0.5,1
1052,0.0,5
2,0.0,2
1038,0.0,-1
3,0.0,1
1047,0.0,3
2,0.5,1
1034,0.0,5
1037,0.0,2
1032,0.0,3
12,0.0,5
2,0.0,1
1022,0.0,4
1043,0.0,4
1030,0.0,5
12,0.0,2
1036,0.0,2
1039,0.0,3
14,0.0,1
10,0.0,3
12,0.0,2
1,1.0,0
7,0.0,2
44,0.0,4
3,0.3333333333333333,1
1040,0.0,3
1035,0.0,5
4,0.0,3
1037,0.0,4
1,1.0,0
1024,0.0,2
3,0.0,1
1038,0.0,3
6,0.0,2
5,0.0,2
7,0.0,2
25,0.0,3
9,0.0,2
1,0.5,0
3,0.0,2
1,1.0,0
7,0.0,2
6,0.0,3
1029,0.0,2
1,1.0,0
3,0.0,1
1034,0.0,2
4,0.0,3
1065,0.0,4
1,1.0,0
1,1.0,0
1,1.0,0
4,0.0,1
4,0.0,1
1037,0.0,5
4,0.0,2
7,0.0,2
1043,0.0,2
1,0.5,0
1,1.0,0
1033,0.0,4
5,0.0,2
1032,0.0,4
1040,0.0,2
5,0.0,3
1034,0.0,2
1043,0.0,2
1032,0.0,4
1,0.5,0
1034,0.0,4
1021,0.0,4
1046,0.0,3
1034,0.0,4
8,0.0,2
1039,0.0,4
1052,0.0,5
1043,0.0,4
1048,0.0,5
31,0.0,2
1019,0.0,3
1046,0.0,4
1029,0.0,4
1038,0.0,6
4,0.0,2
1040,0.0,3
1037,0.0,2
23,0.0,3
21,0.0,3
1032,0.0,3
1051,0.0,-1
1051,0.0,5
17,0.0,4
7,0.0,1
1036,0.0,3
6,0.0,2
1,1.0,0
1032,0.0,-1
10,0.0,4
23,0.0,4
1027,0.0,3
1033,0.0,5
16,0.0,2
2,0.3333333333333333,1
1027,0.0,4
1038,0.0,5
11,0.0,2
1028,0.0,3
13,0.0,2
1028,0.0,4
29,0.0,4
1044,0.0,2
1042,0.0,5
1030,0.0,4
1046,0.0,3
3,0.3333333333333333,1
8,0.0,2
2,0.0,1
9,0.0,2
1,1.0,0
3,0.0,2
1050,0.0,4
4,0.0,2
9,0.0,2
2,0.0,1
1041,0.0,3
1,1.0,0
2,0.0,1
1028,0.0,-1
8,0.0,4
1,1.0,0
7,0.0,2
1,1.0,0
1021,0.0,3
1030,0.0,6
1050,0.0,4
1042,0.0,4
6,0.0,1
1053,0.0,3
18,0.0,3
1023,0.0,4
1046,0.0,4
5,0.0,2
1027,0.0,4
12,0.0,4
1046,0.0,4
11,0.0,2
1,1.0,0
1044,0.0,3
1048,0.0,3
1031,0.0,2
4,0.0,2
6,0.0,4
1042,0.0,5
1045,0.0,2
20,0.0,2
1032,0.0,2
1029,0.0,5
2,0.0,1
1035,0.0,4
1027,0.0,4
1040,0.0,4
4,0.0,2
1026,0.0,4
1031,0.0,-1
7,0.0,2
6,0.0,1
4,0.0,2
1039,0.0,4
1,1.0,0
9,0.0,1
23,0.0,2
23,0.0,2
1029,0.0,2
1035,0.0,4
29,0.0,3
1028,0.0,3
1032,0.0,2
1044,0.0,4
6,0.0,2
1039,0.0,5
1036,0.0,3
6,0.0,3
1038,0.0,3
1030,0.0,3
1052,0.0,6
25,0.0,3
5,0.0,3
1044,0.0,2
1031,0.0,3
1,1.0,0
1037,0.0,6
12,0.0,2
9,0.0,3
1,1.0,0
1030,0.0,3
2,0.0,1
3,0.0,1
1029,0.0,4
1044,0.0,-1
7,0.0,1
11,0.0,1
1022,0.0,4
5,0.0,2
1,1.0,0
2,0.5,1
1046,0.0,3
1039,0.0,3
1034,0.0,2
1030,0.0,2
1024,0.0,3
1040,0.0,4
16,0.0,3
9,0.0,1
7,0.0,3
1029,0.0,3
1038,0.0,6
1029,0.0,7
3,0.0,1
1031,0.0,3
1037,0.0,3
13,0.0,3
1048,0.0,5
1,1.0,0
1044,0.0,4
2,0.0,1
23,0.0,4
11,0.0,3
1,1.0,0
2,0.0,2
1033,0.0,3
1038,0.0,4
5,0.0,1
2,0.0,1
1029,0.0,2
1036,0.0,-1
4,0.0,3
1029,0.0,6
1033,0.0,3
5,0.0,1
1022,0.0,-1
1045,0.0,5
1045,0.0,4
1036,0.0,4
21,0.0,1
1,1.0,0
1,1.0,0
12,0.0,2
6,0.0,3
36,0.0,3
1052,0.0,2
1031,0.0,4
1048,0.0,2
1039,0.0,3
1044,0.0,2
5,0.0,2
1037,0.0,4
1025,0.0,3
1032,0.0,2
1,1.0,0
1038,0.0,3
1,1.0,0
1042,0.0,5
1040,0.0,5
1047,0.0,6
6,0.0,1
1050,0.0,2
1040,0.0,3
7,0.0,1
9,0.0,2
1041,0.0,6
8,0.0,2
1017,0.0,3
1,1.0,0
2,0.0,1
1042,0.0,3
13,0.0,3
2,0.3333333333333333,1
2,0.0,1
3,0.3333333333333333,1
1024,0.0,2
1028,0.0,4
13,0.0,1
1037,0.0,3
19,0.0,3
1043,0.0,3
5,0.0,1
10,0.0,2
15,0.0,3
1,1.0,0
22,0.0,4
1039,0.0,3
1033,0.0,4
1028,0.0,-1
1032,0.0,5
1044,0.0,3
1035,0.0,4
1048,0.0,3
1033,0.0,-1
11,0.0,2
8,0.0,2
1035,0.0,4
1031,0.0,4
1032,0.0,3
1,1.0,0
1042,0.0,3
1032,0.0,2
1043,0.0,3
10,0.0,2
3,0.0,1
1039,0.0,2
1031,0.0,4
1022,0.0,-1
20,0.0,2
15,0.0,3
1043,0.0,5
1054,0.0,5
1038,0.0,4
1,1.0,0
1,1.0,0
1,1.0,0
7,0.0,1
1037,0.0,6
12,0.0,1
1,1.0,0
26,0.0,3
1051,0.0,4
11,0.0,2
1028,0.0,-1
1041,0.0,3
1,1.0,0
2,0.5,1
2,0.0,1
1036,0.0,4
3,0.0,3
3,0.0,1
4,0.0,2
1,1.0,0
1026,0.0,3
28,0.0,3
1,1.0,0
1032,0.0,5
1046,0.0,2
1034,0.0,3
10,0.0,3
47,0.0,4
1036,0.0,4
1035,0.0,5
4,0.0,3
2,0.5,1
1041,0.0,4
14,0.0,1
1036,0.0,-1
1030,0.0,2
