N=300,graph=email,method=gmla,r=0.1,beta=0.95,modify_type=hide,dj=0.1,reconstruct_type=ml
k,prec,std_err
136,0.5316666666666666,0.028024747517684283
273,0.525,0.02883128565170115
545,0.4216666666666667,0.028509844310234858
1090,0.2633400133600534,0.025361514402061146
