N=1000,graph=email,method=lptva,r=0.1,beta=0.95,modify_type=hide,dj=0.4,reconstruct_type=ra
k,prec,prec_err,rank,rank_err,css
0,0.3450333333333333,0.01412778719537155,71.538,6.7293338816327495,15.0
545,0.3255333333333333,0.013995536253928794,75.176,6.788047629076759,18.0
1090,0.27325,0.013192016530215036,77.998,6.777010097518069,23.25
2180,0.2004166666666667,0.012016125382737074,85.385,6.8868807090656725,33.25
4361,0.13745,0.01048944036603125,90.277,6.874308720983613,44.0
27807,43.0
