N=200,graph=ba,method=pearson,r=0.2,beta=0.5,graph_args=Dict(:n0 => 4, :k => 4, :V => 1000),modify_type=add,dj=0.2,reconstruct_type=cn,hide_thresh=1101,add_thresh=1
rank,precision,dj
3,0.0,0.0
1,1.0,0.0
14,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
26,0.0,0.0
39,0.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
1,1.0,0.0
2,0.0,0.0
53,0.0,0.0
1,1.0,0.0
8,0.0,0.0
1,1.0,0.0
2,0.0,0.0
8,0.0,0.0
13,0.0,0.0
4,0.0,0.0
8,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
2,0.0,0.0
1,1.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
132,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
8,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
7,0.0,0.0
1,1.0,0.0
1,1.0,0.0
16,0.0,0.0
1,1.0,0.0
5,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
15,0.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
2,0.0,0.0
1,1.0,0.0
11,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
4,0.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
4,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
4,0.0,0.0
4,0.0,0.0
1,1.0,0.0
1,1.0,0.0
5,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
58,0.0,0.0
1,1.0,0.0
1,1.0,0.0
10,0.0,0.0
3,0.0,0.0
30,0.0,0.0
210,0.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
11,0.0,0.0
2,0.0,0.0
3,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
4,0.0,0.0
2,0.0,0.0
3,0.0,0.0
1,1.0,0.0
57,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
11,0.0,0.0
5,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
4,0.0,0.0
1,1.0,0.0
1,1.0,0.0
5,0.0,0.0
1,1.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
16,0.0,0.0
2,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
4,0.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
6,0.0,0.0
9,0.0,0.0
7,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
2,0.0,0.0
24,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
75,0.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
14,0.0,0.0
1,1.0,0.0
1,1.0,0.0
