N=1000,modify=hide,graph=email,dj=0.3,method=gmla,r=0.1,beta=0.95
rank,precision,dist
1070,0.0,3
1,0.5,0
5,0.0,1
3,0.0,2
1087,0.0,3
1077,0.0,3
1066,0.0,2
3,0.0,1
6,0.0,2
3,0.0,2
9,0.0,3
1075,0.0,-1
1068,0.0,-1
27,0.0,1
4,0.0,2
3,0.0,1
12,0.0,3
5,0.0,2
1062,0.0,3
1077,0.0,3
1073,0.0,2
1077,0.0,2
1,1.0,0
3,0.0,1
1068,0.0,2
4,0.0,2
6,0.0,2
5,0.0,3
1076,0.0,3
6,0.0,1
3,0.0,2
1071,0.0,2
1072,0.0,5
3,0.0,3
11,0.0,2
1,0.5,0
1061,0.0,5
1073,0.0,2
1077,0.0,5
1062,0.0,4
1,1.0,0
1072,0.0,3
8,0.0,2
1,1.0,0
1059,0.0,2
1083,0.0,3
1076,0.0,3
1061,0.0,4
5,0.0,2
1077,0.0,2
5,0.0,3
1070,0.0,2
1074,0.0,3
1,1.0,0
9,0.0,2
6,0.0,1
1,0.3333333333333333,0
1,1.0,0
1065,0.0,5
1,1.0,0
1070,0.0,4
17,0.0,1
4,0.0,2
8,0.0,2
1,1.0,0
2,0.5,1
8,0.0,2
4,0.0,2
3,0.0,1
4,0.0,2
1,1.0,0
1,1.0,0
4,0.0,1
7,0.0,1
1076,0.0,3
2,0.0,1
1066,0.0,4
1,1.0,0
12,0.0,2
1,0.5,0
1,1.0,0
3,0.0,2
4,0.0,1
1075,0.0,2
1067,0.0,3
1062,0.0,2
3,0.0,1
1,1.0,0
2,0.0,1
1073,0.0,2
1062,0.0,2
1062,0.0,2
1,0.5,0
6,0.0,2
1061,0.0,5
5,0.0,2
1070,0.0,-1
4,0.0,3
1077,0.0,4
1073,0.0,2
3,0.0,1
1054,0.0,4
1067,0.0,3
3,0.0,1
3,0.0,2
1069,0.0,3
18,0.0,3
1075,0.0,4
1072,0.0,4
2,0.5,1
1068,0.0,3
1074,0.0,3
6,0.0,4
19,0.0,3
4,0.0,1
1069,0.0,4
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
4,0.0,1
4,0.0,1
3,0.0,2
1074,0.0,3
1066,0.0,4
1069,0.0,3
1057,0.0,4
1,1.0,0
1,1.0,0
1,1.0,0
1061,0.0,2
2,0.0,1
1063,0.0,3
1,1.0,0
7,0.0,2
1,1.0,0
1,1.0,0
1080,0.0,3
2,0.0,1
1077,0.0,3
1069,0.0,2
1075,0.0,3
1071,0.0,3
1067,0.0,5
1055,0.0,3
3,0.0,2
1057,0.0,3
1057,0.0,3
2,0.0,2
1072,0.0,5
19,0.0,4
1072,0.0,3
14,0.0,2
1,1.0,0
2,0.5,1
5,0.0,2
9,0.0,1
5,0.0,2
10,0.0,2
4,0.0,2
2,0.0,2
1059,0.0,3
1074,0.0,3
4,0.0,1
6,0.0,1
7,0.0,3
5,0.0,2
4,0.0,1
7,0.0,3
1070,0.0,3
6,0.0,3
1062,0.0,2
1,1.0,0
1081,0.0,4
1075,0.0,4
3,0.0,2
2,0.5,1
1067,0.0,4
1078,0.0,3
3,0.0,1
6,0.0,1
4,0.0,1
1070,0.0,5
1,1.0,0
1075,0.0,3
11,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
1071,0.0,3
1073,0.0,3
14,0.0,1
1,1.0,0
1,1.0,0
4,0.0,1
1053,0.0,4
2,0.0,1
2,0.0,1
1077,0.0,-1
1066,0.0,4
2,0.5,1
1075,0.0,3
1071,0.0,3
1073,0.0,3
1065,0.0,3
3,0.0,1
1066,0.0,2
5,0.0,2
3,0.0,1
1,1.0,0
7,0.0,3
2,0.0,2
1080,0.0,4
5,0.0,1
1079,0.0,4
1,1.0,0
1079,0.0,2
25,0.0,2
1,1.0,0
1074,0.0,2
1072,0.0,4
1,1.0,0
1,1.0,0
1053,0.0,3
1079,0.0,5
7,0.0,1
1,1.0,0
1055,0.0,-1
1,1.0,0
1068,0.0,5
1069,0.0,4
1084,0.0,3
8,0.0,4
1074,0.0,4
3,0.0,2
3,0.0,2
3,0.0,1
1063,0.0,4
1074,0.0,2
2,0.5,1
4,0.0,1
1067,0.0,5
3,0.0,2
1,1.0,0
1075,0.0,3
1059,0.0,-1
1,0.5,0
1084,0.0,3
2,0.5,1
1071,0.0,-1
1075,0.0,2
1074,0.0,3
5,0.0,2
1,1.0,0
3,0.0,1
1,1.0,0
1069,0.0,4
5,0.0,3
3,0.0,2
11,0.0,1
1,1.0,0
30,0.0,4
7,0.0,3
2,0.0,1
3,0.0,1
1071,0.0,3
17,0.0,2
2,0.0,1
1,1.0,0
1,1.0,0
7,0.0,2
1061,0.0,3
1075,0.0,4
12,0.0,2
1,1.0,0
2,0.0,2
1076,0.0,4
4,0.0,1
3,0.0,2
1061,0.0,4
1,1.0,0
1058,0.0,5
1,0.5,0
3,0.0,2
1,1.0,0
1071,0.0,2
6,0.0,2
2,0.5,1
12,0.0,2
3,0.0,1
3,0.0,1
2,0.0,1
2,0.0,2
2,0.5,1
6,0.0,3
1,1.0,0
1062,0.0,2
1076,0.0,2
1,1.0,0
1075,0.0,4
3,0.0,1
4,0.0,1
3,0.3333333333333333,1
1070,0.0,4
12,0.0,2
2,0.5,1
1,1.0,0
1,1.0,0
10,0.0,1
1077,0.0,3
1071,0.0,-1
5,0.0,1
1076,0.0,4
2,0.0,2
2,0.5,1
1073,0.0,5
1065,0.0,4
2,0.0,1
1070,0.0,3
3,0.0,1
5,0.0,2
1068,0.0,2
17,0.0,2
1065,0.0,3
2,0.0,1
1,1.0,0
1,1.0,0
2,0.0,2
17,0.0,1
1072,0.0,2
1067,0.0,4
3,0.0,2
5,0.0,1
9,0.0,1
1,1.0,0
1083,0.0,3
7,0.0,2
1,1.0,0
