N=1000,graph=cal,method=pearson,r=0.1,beta=0.95,modify_type=hide,dj=0.6,reconstruct_type=srw
k,prec,prec_err,rank,rank_err,css
0,0.11361666666666666,0.0097857926104528,145.252,7.150487533585943,188.5
931,0.10836666666666668,0.009549524308866741,145.925,7.152551178660897,194.0
1862,0.09634999999999999,0.009040514830937915,157.634,7.383327676026005,219.0
3723,0.08066666666666665,0.008323724857695483,173.985,7.684050846553035,241.25
7446,0.071,0.008063747517378261,190.752,7.939062111055891,285.25
