N=200,graph=ba,method=pearson,r=0.2,beta=0.5,graph_args=Dict(:n0 => 4, :k => 4, :V => 1000),modify_type=add,dj=0.2,reconstruct_type=cn,hide_thresh=1,add_thresh=1
rank,precision,dj
2,0.0,0.0
1,1.0,0.0
38,0.0,0.0
2,0.0,0.0
1,1.0,0.0
9,0.0,0.0
1,1.0,0.0
8,0.0,0.0
7,0.0,0.0
9,0.0,0.0
4,0.0,0.0
2,0.0,0.0
4,0.0,0.0
1,1.0,0.0
1,1.0,0.0
10,0.0,0.0
1,1.0,0.0
4,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
7,0.0,0.0
996,0.0,0.0
5,0.0,0.0
14,0.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
53,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
2,0.0,0.0
2,0.0,0.0
2,0.0,0.0
1,1.0,0.0
2,0.0,0.0
9,0.0,0.0
2,0.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
2,0.0,0.0
4,0.0,0.0
2,0.0,0.0
9,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
35,0.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
2,0.0,0.0
7,0.0,0.0
1,1.0,0.0
109,0.0,0.0
2,0.0,0.0
13,0.0,0.0
1,1.0,0.0
3,0.0,0.0
27,0.0,0.0
1,1.0,0.0
7,0.0,0.0
38,0.0,0.0
14,0.0,0.0
1,1.0,0.0
17,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
2,0.0,0.0
6,0.0,0.0
2,0.0,0.0
4,0.0,0.0
1,1.0,0.0
18,0.0,0.0
1,1.0,0.0
36,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
92,0.0,0.0
29,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
65,0.0,0.0
5,0.0,0.0
4,0.0,0.0
3,0.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
2,0.0,0.0
4,0.0,0.0
23,0.0,0.0
1,1.0,0.0
1,1.0,0.0
4,0.0,0.0
1,1.0,0.0
43,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
16,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
34,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
5,0.0,0.0
8,0.0,0.0
7,0.0,0.0
53,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
2,0.0,0.0
5,0.0,0.0
17,0.0,0.0
1,1.0,0.0
6,0.0,0.0
1,1.0,0.0
1,1.0,0.0
25,0.0,0.0
6,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
5,0.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
3,0.0,0.0
23,0.0,0.0
54,0.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
2,0.0,0.0
1,1.0,0.0
3,0.0,0.0
7,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
4,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
