N=1000,modify=hide,graph=email,dj=0.3,method=pearson,r=0.1,beta=0.95
rank,precision,dist
2,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
1,0.5,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.5,1
1069,0.0,-1
1,1.0,0
179,0.0,4
1,1.0,0
1,1.0,0
1,1.0,0
57,0.0,3
5,0.0,3
2,0.0,1
1,0.5,0
4,0.0,2
1,1.0,0
3,0.0,1
25,0.0,3
1,1.0,0
1,0.5,0
1,1.0,0
476,0.0,5
1,1.0,0
1,0.5,0
1,1.0,0
1,1.0,0
5,0.0,2
1,1.0,0
1,1.0,0
7,0.0,5
2,0.0,1
3,0.0,1
1,1.0,0
6,0.0,1
8,0.0,1
2,0.0,1
3,0.0,3
18,0.0,4
2,0.0,1
1,1.0,0
29,0.0,2
1,1.0,0
1,0.3333333333333333,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
5,0.0,2
1,1.0,0
2,0.0,1
1,0.5,0
2,0.0,2
1,1.0,0
1,1.0,0
4,0.0,1
3,0.0,2
2,0.5,1
546,0.0,4
2,0.0,1
1,1.0,0
2,0.0,1
9,0.0,1
1,0.5,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
4,0.0,1
37,0.0,2
14,0.0,2
3,0.0,1
2,0.0,5
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
4,0.0,1
1,1.0,0
2,0.0,2
1,1.0,0
3,0.0,1
22,0.0,3
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
5,0.0,2
1,1.0,0
7,0.0,2
3,0.0,3
1,1.0,0
1,0.5,0
1,1.0,0
399,0.0,5
3,0.0,3
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
10,0.0,3
2,0.0,1
2,0.5,1
2,0.0,1
1,1.0,0
1,1.0,0
2,0.5,1
3,0.0,1
225,0.0,4
4,0.0,2
1,1.0,0
20,0.0,2
1,1.0,0
1,1.0,0
1,0.5,0
1067,0.0,-1
1,1.0,0
2,0.0,1
1,1.0,0
1,1.0,0
3,0.0,2
9,0.0,1
1,1.0,0
9,0.0,1
3,0.0,3
3,0.0,2
2,0.0,1
1,1.0,0
1,0.5,0
188,0.0,2
4,0.0,1
1,1.0,0
2,0.0,3
1,1.0,0
5,0.0,1
1,1.0,0
1,1.0,0
3,0.0,3
1,1.0,0
559,0.0,5
1,1.0,0
1,1.0,0
1,0.5,0
2,0.0,1
9,0.0,2
41,0.0,4
1,1.0,0
1,1.0,0
3,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,1
1,1.0,0
1,1.0,0
18,0.0,4
1,1.0,0
3,0.0,1
2,0.0,1
4,0.0,1
7,0.0,3
1,1.0,0
1,1.0,0
2,0.5,1
1,1.0,0
2,0.0,2
1,1.0,0
7,0.0,1
2,0.0,2
1,1.0,0
2,0.0,2
1,1.0,0
1,1.0,0
2,0.5,1
768,0.0,3
3,0.0,2
3,0.0,2
2,0.5,1
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
3,0.0,1
1,0.3333333333333333,0
2,0.25,1
1,1.0,0
1,0.5,0
847,0.0,4
1,1.0,0
1,1.0,0
3,0.0,1
1,1.0,0
1,1.0,0
25,0.0,4
1,1.0,0
1,1.0,0
1,0.5,0
54,0.0,1
1,1.0,0
323,0.0,5
1,1.0,0
2,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
4,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
4,0.0,3
2,0.5,1
2,0.0,1
1,1.0,0
2,0.5,1
14,0.0,2
1,1.0,0
2,0.3333333333333333,1
2,0.0,1
2,0.0,1
1,1.0,0
1,1.0,0
2,0.5,1
1,1.0,0
2,0.0,2
4,0.0,2
12,0.0,4
3,0.0,2
1,1.0,0
5,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,4
1,1.0,0
11,0.0,1
3,0.0,1
1,1.0,0
1,1.0,0
2,0.0,2
9,0.0,2
1,1.0,0
5,0.0,2
1,1.0,0
2,0.5,1
2,0.0,1
1,1.0,0
5,0.0,2
1,1.0,0
4,0.0,2
3,0.0,1
2,0.5,1
1,1.0,0
1,1.0,0
3,0.0,2
1,1.0,0
2,0.0,1
1,1.0,0
4,0.0,3
1,1.0,0
2,0.5,1
1,1.0,0
1,1.0,0
1,0.5,0
2,0.5,1
3,0.0,1
4,0.0,2
1,1.0,0
1,0.5,0
36,0.0,3
1,1.0,0
1,0.3333333333333333,0
1,1.0,0
1,1.0,0
1,0.5,0
310,0.0,4
1,0.5,0
1,1.0,0
56,0.0,4
2,0.0,1
1,1.0,0
1074,0.0,-1
2,0.0,1
1,1.0,0
4,0.0,2
484,0.0,4
1,1.0,0
2,0.0,1
1,1.0,0
2,0.0,1
2,0.0,1
2,0.0,1
2,0.5,1
1,1.0,0
1,1.0,0
61,0.0,4
27,0.0,4
1,1.0,0
1,1.0,0
1,1.0,0
1,0.5,0
3,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
3,0.0,3
1,1.0,0
4,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.25,1
3,0.0,2
2,0.0,2
1,1.0,0
2,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
892,0.0,4
2,0.0,3
6,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
4,0.0,1
5,0.0,1
1,1.0,0
1,1.0,0
3,0.0,1
1,0.5,0
1,1.0,0
1,1.0,0
1,1.0,0
41,0.0,3
3,0.0,1
1,1.0,0
5,0.0,2
1,1.0,0
1,0.5,0
1,1.0,0
49,0.0,3
4,0.0,1
3,0.3333333333333333,1
1,0.5,0
6,0.0,2
109,0.0,4
2,0.5,1
1,1.0,0
1,1.0,0
10,0.0,4
1,0.5,0
1,1.0,0
2,0.0,1
1,1.0,0
4,0.0,3
12,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
961,0.0,4
1,1.0,0
1,1.0,0
1,1.0,0
2,0.5,2
2,0.0,2
3,0.0,2
2,0.5,1
1,1.0,0
1,1.0,0
117,0.0,5
5,0.0,2
3,0.3333333333333333,1
3,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
5,0.0,1
2,0.0,2
2,0.5,1
2,0.0,2
2,0.5,1
13,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.0,2
2,0.0,1
2,0.0,4
1,1.0,0
1,1.0,0
1,1.0,0
1,0.5,0
1,1.0,0
163,0.0,2
5,0.0,2
1,1.0,0
1,1.0,0
3,0.0,1
19,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
4,0.0,1
7,0.0,4
1,1.0,0
4,0.0,2
3,0.3333333333333333,1
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.3333333333333333,2
2,0.5,1
770,0.0,5
2,0.0,1
3,0.0,1
2,0.3333333333333333,1
152,0.0,3
1,1.0,0
1,0.5,0
2,0.5,1
46,0.0,3
1,1.0,0
1,1.0,0
9,0.0,1
1,1.0,0
2,0.0,1
1,1.0,0
15,0.0,4
1,1.0,0
32,0.0,5
5,0.0,1
5,0.0,4
1,1.0,0
1,0.5,0
2,0.5,1
1,0.3333333333333333,0
2,0.5,1
1,1.0,0
1,0.5,0
1,1.0,0
1,1.0,0
2,0.0,2
38,0.0,4
1,1.0,0
1,1.0,0
1,1.0,0
47,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
31,0.0,3
2,0.0,1
1,1.0,0
2,0.0,3
