N=1000,graph=cal,method=lptva,r=0.1,beta=0.95,modify_type=hide,dj=0.3,reconstruct_type=srw
k,prec,prec_err,rank,rank_err,css
0,0.6105,0.014921038415183701,22.372,2.953026579965372,3.0
465,0.5365,0.015265181812732394,29.232,3.2370830824807206,6.0
931,0.4698333333333333,0.015375168697583316,37.41,3.741790600353913,9.25
1862,0.35891666666666666,0.014800594792687506,48.425,4.187219743957101,23.0
3723,0.22133333333333335,0.01289530750398334,72.969,5.077036373450296,54.0
