N=1000,graph=email,method=pearson,r=0.1,beta=0.75,modify_type=hide,dj=0.2,reconstruct_type=srw
k,prec,prec_err,rank,rank_err,css
0,0.5114166666666666,0.014836593492136105,22.903,3.6420684031540724,4.0
273,0.4942333333333333,0.014796456505701801,23.868,3.74319008975607,4.0
545,0.45761666666666667,0.014843866825284147,25.962,3.7868986198678667,5.0
1090,0.38549999999999995,0.014514949779466478,26.592,3.64766816185615,7.0
2180,0.3043333333333333,0.013728527687719197,29.226,3.6597818141150067,10.0
