N=1000,graph=cal,method=pearson,r=0.1,beta=0.5,modify_type=hide,dj=0.4,reconstruct_type=ra
k,prec,prec_err,rank,rank_err,css
0,0.12816666666666668,0.010270557212564842,123.78,6.38379043988604,145.75
620,0.10808333333333332,0.009626401461870637,137.938,6.499071940830637,179.5
1241,0.08566666666666667,0.00868670842999765,148.084,6.632910405277947,191.0
2482,0.07466666666666666,0.008157633936128809,163.402,6.858649099018222,233.75
4964,0.0702,0.00793777686981489,183.007,7.134807245148632,288.75
