N=200,graph=ba,method=pearson,r=0.2,beta=0.5,graph_args=Dict(:n0 => 4, :k => 4, :V => 1000),modify_type=add,dj=0.2,reconstruct_type=cn,hide_thresh=1201,add_thresh=1
rank,precision,dj
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
11,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
2,0.0,0.0
46,0.0,0.0
1,1.0,0.0
14,0.0,0.0
4,0.0,0.0
1,1.0,0.0
5,0.0,0.0
2,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
4,0.0,0.0
2,0.0,0.0
19,0.0,0.0
1,1.0,0.0
8,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
7,0.0,0.0
21,0.0,0.0
1,1.0,0.0
161,0.0,0.0
2,0.0,0.0
1,1.0,0.0
8,0.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
4,0.0,0.0
21,0.0,0.0
19,0.0,0.0
2,0.0,0.0
4,0.0,0.0
17,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
41,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
1,1.0,0.0
14,0.0,0.0
1,1.0,0.0
4,0.0,0.0
277,0.0,0.0
1,1.0,0.0
6,0.0,0.0
1,1.0,0.0
1,1.0,0.0
17,0.0,0.0
13,0.0,0.0
1,1.0,0.0
42,0.0,0.0
1,1.0,0.0
1,1.0,0.0
8,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
77,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
70,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
8,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
81,0.0,0.0
51,0.0,0.0
1,1.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
30,0.0,0.0
7,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
3,0.0,0.0
10,0.0,0.0
51,0.0,0.0
2,0.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
4,0.0,0.0
48,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
7,0.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
10,0.0,0.0
1,1.0,0.0
4,0.0,0.0
1,1.0,0.0
130,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
13,0.0,0.0
2,0.0,0.0
2,0.0,0.0
2,0.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
5,0.0,0.0
3,0.0,0.0
24,0.0,0.0
24,0.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
81,0.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
4,0.0,0.0
23,0.0,0.0
1,1.0,0.0
2,0.0,0.0
3,0.0,0.0
6,0.0,0.0
