N=200,graph=ba,method=pearson,r=0.2,beta=0.5,graph_args=Dict(:n0 => 4, :k => 4, :V => 1000),modify_type=add,dj=0.2,reconstruct_type=cn,hide_thresh=1601,add_thresh=1
rank,precision,dj
1,1.0,0.0
6,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
27,0.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
19,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
21,0.0,0.0
1,1.0,0.0
292,0.0,0.0
1,1.0,0.0
15,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
5,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
3,0.0,0.0
2,0.0,0.0
124,0.0,0.0
1,1.0,0.0
1,1.0,0.0
4,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
1,1.0,0.0
9,0.0,0.0
10,0.0,0.0
1,1.0,0.0
2,0.0,0.0
31,0.0,0.0
1,1.0,0.0
1,1.0,0.0
5,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
29,0.0,0.0
14,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
3,0.0,0.0
13,0.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
9,0.0,0.0
1,1.0,0.0
4,0.0,0.0
1,1.0,0.0
2,0.0,0.0
2,0.0,0.0
8,0.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
2,0.0,0.0
1,1.0,0.0
3,0.0,0.0
37,0.0,0.0
4,0.0,0.0
3,0.0,0.0
4,0.0,0.0
20,0.0,0.0
4,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
52,0.0,0.0
3,0.0,0.0
1,1.0,0.0
4,0.0,0.0
1,1.0,0.0
2,0.0,0.0
5,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
142,0.0,0.0
1,1.0,0.0
20,0.0,0.0
22,0.0,0.0
1,1.0,0.0
1,1.0,0.0
27,0.0,0.0
165,0.0,0.0
1,1.0,0.0
5,0.0,0.0
1,1.0,0.0
1,1.0,0.0
4,0.0,0.0
1,1.0,0.0
3,0.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
45,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
188,0.0,0.0
7,0.0,0.0
62,0.0,0.0
1,1.0,0.0
4,0.0,0.0
7,0.0,0.0
5,0.0,0.0
4,0.0,0.0
2,0.0,0.0
8,0.0,0.0
48,0.0,0.0
5,0.0,0.0
1,1.0,0.0
17,0.0,0.0
277,0.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
93,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
3,0.0,0.0
1,1.0,0.0
1,1.0,0.0
29,0.0,0.0
7,0.0,0.0
1,1.0,0.0
4,0.0,0.0
1,1.0,0.0
1,1.0,0.0
2,0.0,0.0
1,1.0,0.0
1,1.0,0.0
32,0.0,0.0
2,0.0,0.0
3,0.0,0.0
28,0.0,0.0
1,1.0,0.0
1,1.0,0.0
1,1.0,0.0
5,0.0,0.0
18,0.0,0.0
1,1.0,0.0
137,0.0,0.0
1,1.0,0.0
