N=200,graph=ba,method=pearson,r=0.2,beta=0.5,graph_args=Dict(:n0 => 4, :k => 4, :V => 1000),modify_type=add,dj=0.2,reconstruct_type=cn,hide_thresh=101,add_thresh=401
rank,precision,dj
474,0.0,0.2501881113619263
585,0.0,0.2943676939426142
387,0.0,0.33322181331549017
215,0.0,0.36740199968259
214,0.0,0.39767406736142574
2,0.0,0.4257925072046109
289,0.0,0.45187018701870185
4,0.0,0.4759463722397477
15,0.0,0.4972257250945775
81,0.0,0.5177253478523896
8,0.0,0.535568750727675
2,0.0,0.5527762198541784
25,0.0,0.5685998701579744
27,0.0,0.5830980023010146
16,0.0,0.5965001011531459
23,0.0,0.6095937347038669
51,0.0,0.6218112849691797
1,1.0,0.6329591461170408
17,0.0,0.6433872842707682
32,0.0,0.6535453597497394
19,0.0,0.662920398850769
1,1.0,0.671768287665597
1,1.0,0.68050324545236
2,0.0,0.6886372510737993
34,0.0,0.6962613264296048
3,0.0,0.7035000371553839
7,0.0,0.710564504426063
167,0.0,0.7172017860939826
59,0.0,0.7236960587379649
37,0.0,0.7298761085911584
466,0.0,0.7357052938448287
27,0.0,0.7411444141689374
4,0.0,0.7464090504639633
106,0.0,0.7516352083722668
647,0.0,0.7566395994871482
153,0.0,0.7613636363636364
3,0.0,0.7658038387039972
253,0.0,0.7700155628566487
372,0.0,0.7743212669683258
475,0.0,0.7784195035264064
16,0.0,0.7823856815453454
57,0.0,0.7862579054561046
256,0.0,0.7898203277306497
18,0.0,0.7934196891191709
126,0.0,0.7968837517185192
2,0.0,0.8001603527761074
47,0.0,0.8033231436741939
47,0.0,0.8065126662137242
32,0.0,0.8095965624253998
1,1.0,0.8125880695162048
144,0.0,0.8152863293366048
17,0.0,0.8177998995387917
5,0.0,0.8202945547898932
23,0.0,0.8227218198782601
45,0.0,0.8252278303540133
442,0.0,0.8275489475731512
259,0.0,0.8298280790068683
10,0.0,0.832120166617579
723,0.0,0.8342816796112472
634,0.0,0.8364687077339235
164,0.0,0.8385334466431953
35,0.0,0.84051017552277
61,0.0,0.8424481737413623
94,0.0,0.8443473511742218
77,0.0,0.8462990791045351
112,0.0,0.8480578827113481
29,0.0,0.8498193315266486
442,0.0,0.8516328200550473
416,0.0,0.8532926425708718
211,0.0,0.8549512868983569
341,0.0,0.8565728458966893
324,0.0,0.8582548427225876
44,0.0,0.8597638127372417
70,0.0,0.8613090479335396
261,0.0,0.8628502664603748
68,0.0,0.8643687538241893
5,0.0,0.865866370758936
49,0.0,0.8672566371681416
329,0.0,0.868641975308642
