N=1000,graph=email,method=lptva,r=0.1,beta=0.95,modify_type=hide,dj=0.3,reconstruct_type=ra
k,prec,std_err
0,0.5357428571428572,0.014660090407899075
818,0.43275,0.014661624537117326
1635,0.3572833333333333,0.01424395032827226
3271,0.2241166666666667,0.012720059297017082
