N=1000,graph=fb,method=gmla,r=0.1,beta=0.95,modify_type=hide,dj=0.6,reconstruct_type=ml
k,prec,std_err
963,0.045200000000000004,0.0064837488383649635
1925,0.06,0.007345335523579161
3851,0.0645,0.007658224232705542
7702,0.072,0.008178195576218683
