N=1000,graph=ba,method=gmla,r=0.1,beta=0.95,modify_type=hide,dj=0.1,reconstruct_type=ra
k,prec,prec_err,rank,rank_err,css
0,0.4845,0.01578793871944685,322.845,14.730621106157516,1000.0
100,0.5110833333333333,0.015794521341414694,299.893,14.431865586101312,1000.0
200,0.5096444444444445,0.015769422047391145,299.969,14.43050891779727,1000.0
399,0.4953611111111111,0.015746115566488483,299.219,14.411835068062254,1000.0
798,0.47325,0.015727182894014483,286.342,14.188352772270305,1000.0
