N=1000,modify=hide,graph=email,dj=0.2,method=gmla,r=0.1,beta=0.95
rank,precision,dist
14,0.0,2
2,0.5,1
1094,0.0,3
4,0.0,2
3,0.0,1
3,0.0,1
1,1.0,0
1084,0.0,4
1091,0.0,4
2,0.0,1
2,0.0,1
3,0.0,2
1,1.0,0
1,0.5,0
1101,0.0,3
1095,0.0,4
2,0.0,2
1,1.0,0
2,0.5,1
1103,0.0,4
1,1.0,0
1,0.5,0
1,1.0,0
1083,0.0,4
1104,0.0,3
2,0.3333333333333333,1
1088,0.0,4
1089,0.0,3
1,1.0,0
5,0.0,2
1096,0.0,3
1094,0.0,4
1,1.0,0
1,1.0,0
1091,0.0,3
1,1.0,0
1,1.0,0
1,0.3333333333333333,0
1,1.0,0
1103,0.0,2
1,1.0,0
2,0.5,1
1,1.0,0
2,0.0,2
2,0.5,1
2,0.5,1
3,0.0,2
1092,0.0,2
1,1.0,0
1096,0.0,2
1,1.0,0
2,0.5,1
1093,0.0,3
1082,0.0,2
1,0.5,0
1088,0.0,2
1100,0.0,3
3,0.0,2
2,0.0,2
1,1.0,0
1,1.0,0
1089,0.0,3
6,0.0,2
1090,0.0,2
2,0.5,1
3,0.0,1
1,1.0,0
1097,0.0,3
1,1.0,0
2,0.0,1
1097,0.0,2
1091,0.0,3
1094,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
1095,0.0,4
1094,0.0,2
3,0.0,1
3,0.0,3
5,0.0,2
3,0.0,2
2,0.0,2
2,0.5,1
1083,0.0,3
1097,0.0,3
1,0.5,0
3,0.0,1
1,1.0,0
1111,0.0,4
4,0.0,1
1,0.5,0
4,0.0,4
5,0.0,4
2,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
3,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
1088,0.0,2
7,0.0,1
33,0.0,3
1102,0.0,4
1092,0.0,5
1088,0.0,3
1,1.0,0
1,1.0,0
1101,0.0,4
1,1.0,0
5,0.0,2
4,0.0,2
2,0.0,1
2,0.0,1
1,1.0,0
6,0.0,2
1097,0.0,5
1090,0.0,2
1091,0.0,2
1102,0.0,3
1096,0.0,3
1,1.0,0
1100,0.0,4
1094,0.0,3
1,0.5,0
5,0.0,1
1,1.0,0
3,0.0,1
3,0.0,1
1095,0.0,4
1088,0.0,3
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1085,0.0,3
10,0.0,3
1,1.0,0
1098,0.0,4
1,1.0,0
2,0.0,1
1089,0.0,3
2,0.0,2
5,0.0,2
1093,0.0,3
1,1.0,0
21,0.0,2
1,1.0,0
1,1.0,0
2,0.0,1
1097,0.0,3
1,1.0,0
1090,0.0,4
1086,0.0,3
3,0.0,2
3,0.3333333333333333,1
1,1.0,0
2,0.3333333333333333,1
1,1.0,0
1090,0.0,5
1,1.0,0
2,0.0,1
1097,0.0,2
1,1.0,0
1086,0.0,2
2,0.0,2
1091,0.0,4
1,1.0,0
1092,0.0,4
1081,0.0,4
1100,0.0,4
4,0.0,3
1,1.0,0
4,0.0,1
4,0.0,1
2,0.0,2
2,0.5,1
1092,0.0,2
7,0.0,1
1,1.0,0
1090,0.0,4
1095,0.0,3
1,1.0,0
1080,0.0,4
4,0.0,1
1,1.0,0
7,0.0,2
1097,0.0,4
1,1.0,0
1088,0.0,3
1,1.0,0
3,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
2,0.5,1
2,0.3333333333333333,1
1091,0.0,4
4,0.0,2
4,0.0,2
14,0.0,3
1,1.0,0
2,0.25,1
1,0.5,0
2,0.25,1
1,0.5,0
1,1.0,0
1095,0.0,3
1104,0.0,4
2,0.0,1
4,0.0,2
1,1.0,0
1,1.0,0
2,0.5,1
1093,0.0,4
3,0.0,1
1094,0.0,4
1,1.0,0
1090,0.0,4
1,1.0,0
1,1.0,0
4,0.0,3
1,1.0,0
1,1.0,0
1,0.5,0
1099,0.0,4
1,1.0,0
2,0.0,1
1,1.0,0
1094,0.0,4
1086,0.0,5
2,0.0,1
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1,1.0,0
1097,0.0,5
1101,0.0,3
3,0.0,2
1,1.0,0
1,1.0,0
