N=1000,graph=ba,method=lptva,r=0.1,beta=0.95,modify_type=hide,dj=0.3,reconstruct_type=ra
k,prec,prec_err,rank,rank_err,css
0,0.5136666666666666,0.01567208959168968,30.888,3.0982925738013956,8.0
299,0.447,0.015580985220253795,39.692,3.4820973763147594,20.0
598,0.38283333333333336,0.015265411320458507,45.839,3.889825680261626,22.25
1197,0.311,0.014559910404634745,55.112,4.16262957046876,31.0
2394,0.22083333333333333,0.012855310537245262,60.483,4.238802797979655,40.0
