N=50,graph=ba,method=pearson,r=0.2,beta=0.5,graph_args=Dict(:n0 => 4, :k => 4, :V => 1000),modify_type=add,dj=0.2,reconstruct_type=cn,hide_thresh=101,add_thresh=801
rank,precision,dj
1,1.0,0.29739252995066945
1,1.0,0.37331027978623077
12,0.0,0.43394886363636365
2,0.0,0.4842881158670632
46,0.0,0.5262595057034221
63,0.0,0.5618890719384954
106,0.0,0.5927703461656285
6,0.0,0.6192748091603053
498,0.0,0.6430681106238253
564,0.0,0.6636026311350987
521,0.0,0.6818508177104108
863,0.0,0.6979103573591763
16,0.0,0.7124837826149633
356,0.0,0.7257731958762886
289,0.0,0.7379967159277504
398,0.0,0.7491666142524687
497,0.0,0.7595684407208727
18,0.0,0.7690303907380608
10,0.0,0.7777963458110517
724,0.0,0.7858637900499115
48,0.0,0.7933802962809489
30,0.0,0.800200300450676
10,0.0,0.8066204623661125
54,0.0,0.8127669561135884
10,0.0,0.818405243036592
30,0.0,0.8237788181256073
827,0.0,0.8288141410674447
826,0.0,0.8334794406178251
533,0.0,0.8380364610824638
230,0.0,0.8423195509526444
150,0.0,0.8464588144726712
220,0.0,0.8503059194474683
94,0.0,0.8540119278474991
91,0.0,0.8574389023867371
496,0.0,0.8607338616765003
412,0.0,0.8639727195225917
845,0.0,0.8669600880264079
255,0.0,0.8698587690400861
115,0.0,0.872584406043377
642,0.0,0.8752580544260244
444,0.0,0.8777954782182464
177,0.0,0.8802449126598235
957,0.0,0.8825157529003004
741,0.0,0.8847376329172446
897,0.0,0.8869202857466834
669,0.0,0.8889383733229416
588,0.0,0.8909359282746556
590,0.0,0.8928542656891968
756,0.0,0.8947423986486487
607,0.0,0.8965168451902379
