N=100,graph=fb,method=pearson,r=0.3,beta=0.95,modify_type=hide,dj=0.3,reconstruct_type=rwr
k,prec,std_err
0,0.83,0.03707758722931516
963,0.7208333333333333,0.04376653126830203
1925,0.635,0.04812389313957351
3851,0.61,0.04902071300001973
