N=1000,modify=hide,graph=email,dj=0.5,method=pearson,r=0.1,beta=0.95
rank,precision,dist
12,0.0,1
35,0.0,4
1,1.0,0
20,0.0,4
15,0.0,2
11,0.0,3
1,1.0,0
990,0.0,-1
118,0.0,2
579,0.0,3
1,0.5,0
1,0.3333333333333333,0
240,0.0,3
931,0.0,5
1,1.0,0
3,0.0,2
17,0.0,2
986,0.0,-1
62,0.0,3
3,0.0,2
2,0.0,1
10,0.0,2
1009,0.0,-1
3,0.0,3
5,0.0,2
4,0.0,3
4,0.0,1
86,0.0,4
4,0.0,3
8,0.0,3
2,0.0,1
16,0.0,4
18,0.0,5
1,1.0,0
78,0.0,2
2,0.0,1
1,1.0,0
11,0.0,3
3,0.0,4
2,0.0,2
1,1.0,0
10,0.0,2
1,1.0,0
43,0.0,3
17,0.0,5
63,0.0,3
3,0.0,1
1,1.0,0
2,0.0,1
522,0.0,4
1,1.0,0
11,0.0,2
474,0.0,5
1,1.0,0
68,0.0,4
4,0.0,2
4,0.25,1
1,1.0,0
1,1.0,0
90,0.0,2
1,1.0,0
1,1.0,0
24,0.0,3
7,0.0,2
36,0.0,3
123,0.0,4
10,0.0,1
7,0.0,2
20,0.0,1
8,0.0,2
6,0.0,3
3,0.0,2
2,0.0,3
3,0.0,3
2,0.0,1
6,0.0,1
1,1.0,0
1,1.0,0
35,0.0,5
1,1.0,0
811,0.0,4
19,0.0,3
1,1.0,0
187,0.0,4
5,0.0,2
4,0.0,2
1,1.0,0
659,0.0,4
6,0.0,4
992,0.0,-1
1,1.0,0
159,0.0,4
1,1.0,0
9,0.0,1
9,0.0,1
135,0.0,2
1,1.0,0
1,1.0,0
1,1.0,0
6,0.0,3
1,0.5,0
1,1.0,0
40,0.0,3
2,0.0,3
1002,0.0,-1
1,1.0,0
3,0.0,2
1,1.0,0
4,0.0,2
3,0.0,1
1,0.5,0
47,0.0,4
2,0.0,1
3,0.0,1
18,0.0,4
3,0.0,3
84,0.0,6
1,0.5,0
5,0.0,2
3,0.0,1
6,0.0,2
1,1.0,0
907,0.0,5
2,0.0,1
283,0.0,6
994,0.0,-1
1,1.0,0
1,0.5,0
26,0.0,3
3,0.0,2
3,0.0,1
1,1.0,0
3,0.0,1
8,0.0,1
24,0.0,1
1,1.0,0
17,0.0,2
999,0.0,-1
163,0.0,6
1,1.0,0
221,0.0,4
13,0.0,2
153,0.0,3
51,0.0,1
1,1.0,0
6,0.0,1
5,0.0,3
50,0.0,3
5,0.0,3
37,0.0,2
21,0.0,2
22,0.0,3
130,0.0,3
6,0.0,1
21,0.0,4
48,0.0,5
120,0.0,5
34,0.0,4
1,0.5,0
13,0.0,3
3,0.0,1
1,1.0,0
9,0.0,1
2,0.0,2
10,0.0,1
1,1.0,0
167,0.0,6
2,0.0,1
847,0.0,5
30,0.0,1
2,0.0,1
2,0.0,2
478,0.0,6
32,0.0,3
1,1.0,0
166,0.0,4
17,0.0,3
1,1.0,0
12,0.0,4
2,0.0,1
6,0.0,2
96,0.0,4
9,0.0,2
1,0.5,0
780,0.0,5
593,0.0,7
7,0.0,3
2,0.0,3
1,1.0,0
507,0.0,3
3,0.0,1
997,0.0,-1
916,0.0,5
37,0.0,2
1,1.0,0
1,1.0,0
44,0.0,2
18,0.0,3
1005,0.0,-1
955,0.0,5
14,0.0,3
2,0.0,1
2,0.0,2
17,0.0,2
384,0.0,4
84,0.0,4
9,0.0,1
1,1.0,0
2,0.5,1
1,1.0,0
14,0.0,2
8,0.0,2
13,0.0,3
8,0.0,2
3,0.0,1
540,0.0,4
2,0.0,1
1,1.0,0
12,0.0,3
19,0.0,3
384,0.0,5
21,0.0,3
1,1.0,0
46,0.0,1
61,0.0,3
5,0.0,3
156,0.0,4
584,0.0,4
178,0.0,5
1,1.0,0
1,1.0,0
4,0.0,2
2,0.0,1
